time,soc,soh,temp,voltage,current,v1,v2,R0,R1,R2,power,tte_estimate,brightness,cpu_load,gpu_load,network_traffic,signal_quality,gps_flag,power_base,power_screen,power_cpu,power_gpu,power_network,power_gps,power_background,stop_reason,actual_tte_s
3675.0,0.7218784487042693,0.9999999999977105,28.130043331317047,3.8084318384949123,0.983819952881487,0.004700065395689832,0.00940902560350981,0.014331258496848258,0.004777086165616086,0.009554172331232172,3.7468097112707897,9113.185746372901,0.75,0.85,0.75,0.15,4.0,0.0,0.35,0.8021711060847014,1.0837499999999998,0.9558886051860883,0.51,0.0,0.045,,
3685.0,0.7210861675394236,0.9999999999977045,28.134693476698725,3.8074345710992312,0.9840776384883867,0.004699062891881694,0.009406953403720294,0.014324456294549414,0.004774818764849805,0.00954963752969961,3.7468097112707897,9100.8000387621,0.75,0.85,0.75,0.15,4.0,0.0,0.35,0.8021711060847014,1.0837499999999998,0.9558886051860883,0.51,0.0,0.045,,
3695.0,0.7202936787981998,0.9999999999976985,28.139329707159174,3.8064371851334355,0.9843354897810773,0.0046980677223478285,0.009404895962623347,0.014317677584126838,0.004772559194708946,0.009545118389417892,3.7468097112707897,9088.416667106902,0.75,0.85,0.75,0.15,4.0,0.0,0.35,0.8021711060847014,1.0837499999999998,0.9558886051860883,0.51,0.0,0.045,,
3705.0,0.7195009823471006,0.9999999999976925,28.143952065311545,3.8054396805849273,0.9845935069171716,0.004697079885813607,0.009402853276885767,0.01431092234446648,0.004770307448155493,0.009540614896310987,3.7468097112707897,9076.035632686555,0.75,0.85,0.75,0.15,4.0,0.0,0.35,0.8021711060847014,1.0837499999999998,0.9558886051860883,0.51,0.0,0.045,,
3715.0,0.7187080780525011,0.9999999999976865,28.148560593641793,3.80444205744081,0.9848516900545478,0.004696099381054089,0.009400825343276352,0.014304190554604003,0.004768063518201334,0.009536127036402667,3.7468097112707897,9063.656936780373,0.75,0.85,0.75,0.15,4.0,0.0,0.35,0.8021711060847014,1.0837499999999998,0.9558886051860883,0.51,0.0,0.045,,
3725.0,0.7179149657806496,0.9999999999976805,28.15315533450904,3.803444315687891,0.9851100393514197,0.00469512620689407,0.009398812158665665,0.014297482193724252,0.004765827397908084,0.009531654795816169,3.7468097112707897,9051.280580667757,0.75,0.85,0.75,0.15,4.0,0.0,0.35,0.8021711060847014,1.0837499999999998,0.9558886051860883,0.51,0.0,0.045,,
3735.0,0.7171216453976665,0.9999999999976745,28.157736330145987,3.8024464553126887,0.9853685549661959,0.004694160362207477,0.009396813720025632,0.014290797241160638,0.00476359908038688,0.00952719816077376,3.7468097112707897,9038.90656562822,0.75,0.85,0.75,0.15,4.0,0.0,0.35,0.8021711060847014,1.0837499999999998,0.9558886051860883,0.51,0.0,0.045,,
3745.0,0.7163281167695447,0.9999999999976685,28.162303622659277,3.801448476301423,0.9856272370576123,0.0046932018459177405,0.00939483002442939,0.014284135676394586,0.004761378558798195,0.00952275711759639,3.7468097112707897,9026.534892941349,0.75,0.85,0.75,0.15,4.0,0.0,0.35,0.8021711060847014,1.0837499999999998,0.9558886051860883,0.51,0.0,0.045,,
3755.0,0.715534379762149,0.9999999999976625,28.166857254029885,3.8004503786400248,0.9858860857846823,0.0046922506569974844,0.009392861069051,0.014277497479054971,0.0047591658263516565,0.009518331652703313,3.7468097112707897,9014.165563886847,0.75,0.85,0.75,0.15,4.0,0.0,0.35,0.8021711060847014,1.0837499999999998,0.9558886051860883,0.51,0.0,0.045,,
3765.0,0.7147404342412159,0.9999999999976565,28.171397266113527,3.79945216231413,0.9861451013066752,0.004691306794468249,0.009390906851165092,0.01427088262891754,0.0047569608763058475,0.009513921752611695,3.7468097112707897,9001.798579744522,0.75,0.85,0.75,0.15,4.0,0.0,0.35,0.8021711060847014,1.0837499999999998,0.9558886051860883,0.51,0.0,0.045,,
